epoch,loss,val_loss
0,0.2906307003895442,0.21720321595668793
1,0.16062311033407847,0.22764562249183654
2,0.1495858923594157,0.18419209877649942
3,0.14015781064828237,0.18479723254839578
4,0.13224822044372558,0.18621458013852438
5,0.1270762687921524,0.16674423972765604
6,0.12251774112383525,0.1595725840330124
7,0.1208150319258372,0.16808389286200207
8,0.11667061944802602,0.17415423850218456
9,0.11756945292154948,0.1552806576093038
10,0.1120906130472819,0.17623126745224
11,0.10893160045146942,0.15765522678693136
12,0.10606977552175521,0.14804783463478088
13,0.10251344879468283,0.13465165158112843
14,0.09851861347754796,0.13407657365004222
15,0.09669387151797612,0.1374862450361252
16,0.09557826489210129,0.2125081350406011
17,0.0960280230641365,0.12754768311977385
18,0.09166757067044576,0.11409941156705221
19,0.09183416863282522,0.10597551117340724
20,0.0887283327182134,0.15820692082246143
21,0.0894667578736941,0.1310210770368576
22,0.08718907048304876,0.1078207798798879
23,0.08938986817995707,0.13657940884431202
24,0.0874695760011673,0.13994731843471528
25,0.0899848606189092,0.1020406178633372
26,0.08588436812162399,0.11261162688334783
27,0.08325528184572856,0.13023550828297933
28,0.08276353200276693,0.09903405725955963
29,0.08471159517765045,0.10106894810994466
30,0.08150377919276555,0.14640180706977846
31,0.0823094795147578,0.09456007122993469
32,0.0818614195783933,0.0895983636379242
33,0.08188778907060623,0.10223022590080898
34,0.07905685842037201,0.08464400231838226
35,0.0788541962703069,0.08979749451080958
36,0.07646138419707617,0.08637367069721222
37,0.07723075230916342,0.10880639910697937
38,0.07676209807395935,0.12404813945293426
39,0.07742890298366546,0.08431942194700241
40,0.07789064983526865,0.10489454130331675
41,0.07606596946716308,0.08488167891899745
42,0.07600138117869695,0.09179166386524837
43,0.07841739704211553,0.11651392718156178
44,0.07628774801890055,0.10671854972839355
45,0.07671293556690216,0.0858278767267863
46,0.07466227481762568,0.08812181413173675
47,0.07442803819974264,0.08642539978027344
48,0.07424782872200013,0.0869271269440651
49,0.07292234847942988,0.08282152394453685
0,0.08808615912993749,0.11483192811409633
1,0.07899066160122553,0.10213920970757802
2,0.07626229763031006,0.09769145478804907
3,0.07556112279494603,0.08847676406304042
4,0.07378191143274307,0.09448684672514597
5,0.07970503777265549,0.12802831252415975
6,0.0766104793548584,0.1092801625529925
7,0.07501084407170613,0.11773265888293584
8,0.07271897574265798,0.11815614988406499
9,0.07297897736231486,0.09729859699805578
10,0.07443946341673534,0.09337594042221706
11,0.0737500740091006,0.11986992994944255
12,0.07346159289280574,0.08993147770563761
13,0.07159649431705475,0.12277260462443033
14,0.07086012075344722,0.09833298405011495
15,0.07159803688526153,0.1125062358379364
16,0.07294580966234207,0.09125028222799302
17,0.07011484747131666,0.09735859344402949
18,0.06990588476260504,0.09499116321404776
19,0.06889364888270696,0.09155611594518026
20,0.06871008445819218,0.11433199763298035
21,0.07303468853235245,0.09695689270893733
22,0.07198219388723373,0.1160116320848465
23,0.06949190189441046,0.11897807329893112
